system:index,Comune,area_ha,area_sqm,centroid_lat,centroid_lon,count,water_id,.geo
+171777+454432,,40.40569404646714,404056.9404646714,40.81740058828139,15.430936592101729,5351,1,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[15.429014162394841,40.815673586197754],[15.429373488508489,40.815673586197754],[15.429373488508489,40.81558375466934],[15.429553151565313,40.81558375466934],[15.429553151565313,40.81549392314093],[15.429732814622136,40.81549392314093],[15.429732814622136,40.81540409161252],[15.42982264615055,40.81540409161252],[15.42982264615055,40.814505776328396],[15.429912477678961,40.814505776328396],[15.429912477678961,40.814326113271576],[15.430181972264197,40.814326113271576],[15.430181972264197,40.81414645021475],[15.430271803792609,40.81414645021475],[15.430271803792609,40.81396678715793],[15.430451466849432,40.81396678715793],[15.430451466849432,40.81387695562952],[15.430541298377845,40.81387695562952],[15.430541298377845,40.813787124101104],[15.430631129906256,40.813787124101104],[15.430631129906256,40.81369729257269],[15.431080287548316,40.81369729257269],[15.431080287548316,40.81360746104428],[15.43125995060514,40.81360746104428],[15.43125995060514,40.813517629515864],[15.431349782133552,40.813517629515864],[15.431349782133552,40.81342779798746],[15.431439613661963,40.81342779798746],[15.431439613661963,40.813337966459045],[15.431619276718788,40.813337966459045],[15.431619276718788,40.81324813493063],[15.431978602832435,40.81324813493063],[15.431978602832435,40.813337966459045],[15.432517592002908,40.813337966459045],[15.432517592002908,40.81324813493063],[15.432787086588144,40.81324813493063],[15.432787086588144,40.813337966459045],[15.432876918116555,40.813337966459045],[15.432876918116555,40.81342779798746],[15.433056581173378,40.81342779798746],[15.433056581173378,40.813517629515864],[15.433146412701792,40.813517629515864],[15.433146412701792,40.81369729257269],[15.433236244230203,40.81369729257269],[15.433236244230203,40.813787124101104],[15.433415907287026,40.813787124101104],[15.433415907287026,40.81387695562952],[15.43359557034385,40.81387695562952],[15.43359557034385,40.81396678715793],[15.433865064929087,40.81396678715793],[15.433865064929087,40.81405661868634],[15.43404472798591,40.81405661868634],[15.43404472798591,40.81414645021475],[15.433954896457498,40.81414645021475],[15.433954896457498,40.81423628174316],[15.434134559514323,40.81423628174316],[15.434134559514323,40.814326113271576],[15.434224391042735,40.814326113271576],[15.434224391042735,40.81423628174316],[15.434404054099558,40.81423628174316],[15.434404054099558,40.814326113271576],[15.434583717156382,40.814326113271576],[15.434583717156382,40.81441594479999],[15.434673548684794,40.81441594479999],[15.434673548684794,40.814505776328396],[15.434763380213207,40.814505776328396],[15.434763380213207,40.81468543938522],[15.43494304327003,40.81468543938522],[15.43494304327003,40.81486510244205],[15.435122706326855,40.81486510244205],[15.435122706326855,40.81513459702728],[15.435032874798441,40.81513459702728],[15.435032874798441,40.81531426008411],[15.43494304327003,40.81531426008411],[15.43494304327003,40.81540409161252],[15.434853211741618,40.81540409161252],[15.434853211741618,40.81612274383981],[15.434673548684794,40.81612274383981],[15.434673548684794,40.816212575368226],[15.43449388562797,40.816212575368226],[15.43449388562797,40.81630240689664],[15.434314222571146,40.81630240689664],[15.434314222571146,40.81639223842505],[15.434224391042735,40.81639223842505],[15.434224391042735,40.81648206995346],[15.434134559514323,40.81648206995346],[15.434134559514323,40.81684139606711],[15.433954896457498,40.81684139606711],[15.433954896457498,40.817110890652344],[15.433865064929087,40.817110890652344],[15.433865064929087,40.81720072218076],[15.433775233400675,40.81720072218076],[15.433775233400675,40.817380385237584],[15.43359557034385,40.817380385237584],[15.43359557034385,40.81747021676599],[15.43350573881544,40.81747021676599],[15.43350573881544,40.8175600482944],[15.433415907287026,40.8175600482944],[15.433415907287026,40.81764987982282],[15.433326075758615,40.81764987982282],[15.433326075758615,40.81782954287964],[15.433236244230203,40.81782954287964],[15.433236244230203,40.817919374408056],[15.433146412701792,40.817919374408056],[15.433146412701792,40.81863802663535],[15.433056581173378,40.81863802663535],[15.433056581173378,40.81890752122059],[15.432966749644967,40.81890752122059],[15.432966749644967,40.81917701580582],[15.432787086588144,40.81917701580582],[15.432787086588144,40.819536341919466],[15.43269725505973,40.819536341919466],[15.43269725505973,40.81971600497629],[15.43260742353132,40.81971600497629],[15.43260742353132,40.819805836504706],[15.43269725505973,40.819805836504706],[15.43269725505973,40.81989566803312],[15.432787086588144,40.81989566803312],[15.432787086588144,40.819985499561525],[15.432966749644967,40.819985499561525],[15.432966749644967,40.82007533108994],[15.433056581173378,40.82007533108994],[15.433056581173378,40.82016516261835],[15.433146412701792,40.82016516261835],[15.433146412701792,40.820254994146765],[15.433056581173378,40.820254994146765],[15.433056581173378,40.820524488732],[15.433146412701792,40.820524488732],[15.433146412701792,40.82088381484565],[15.433056581173378,40.82088381484565],[15.433056581173378,40.82106347790247],[15.432966749644967,40.82106347790247],[15.432966749644967,40.8212431409593],[15.433056581173378,40.8212431409593],[15.433056581173378,40.82178213012977],[15.432876918116555,40.82178213012977],[15.432876918116555,40.82187196165818],[15.43260742353132,40.82187196165818],[15.43260742353132,40.82196179318659],[15.432248097417672,40.82196179318659],[15.432248097417672,40.822051624715],[15.431978602832435,40.822051624715],[15.431978602832435,40.822141456243415],[15.431619276718788,40.822141456243415],[15.431619276718788,40.82223128777183],[15.431439613661963,40.82223128777183],[15.431439613661963,40.82232111930024],[15.431080287548316,40.82232111930024],[15.431080287548316,40.82241095082865],[15.430720961434668,40.82241095082865],[15.430720961434668,40.822141456243415],[15.430541298377845,40.822141456243415],[15.430541298377845,40.821422804016116],[15.430720961434668,40.821422804016116],[15.430720961434668,40.82133297248771],[15.430541298377845,40.82133297248771],[15.430541298377845,40.8212431409593],[15.430451466849432,40.8212431409593],[15.430451466849432,40.82115330943088],[15.43036163532102,40.82115330943088],[15.43036163532102,40.82106347790247],[15.430181972264197,40.82106347790247],[15.430181972264197,40.82097364637406],[15.430002309207373,40.82097364637406],[15.430002309207373,40.82079398331724],[15.42982264615055,40.82079398331724],[15.42982264615055,40.820434657203585],[15.429732814622136,40.820434657203585],[15.429732814622136,40.82034482567518],[15.4294633200369,40.82034482567518],[15.4294633200369,40.820254994146765],[15.429373488508489,40.820254994146765],[15.429373488508489,40.82016516261835],[15.429283656980077,40.82016516261835],[15.429283656980077,40.82007533108994],[15.429103993923253,40.82007533108994],[15.429103993923253,40.81971600497629],[15.429014162394841,40.81971600497629],[15.429014162394841,40.819536341919466],[15.428744667809605,40.819536341919466],[15.428744667809605,40.81944651039105],[15.428565004752782,40.81944651039105],[15.428565004752782,40.81935667886265],[15.428295510167546,40.81935667886265],[15.428295510167546,40.819266847334234],[15.427756520997074,40.819266847334234],[15.427756520997074,40.81872785816376],[15.427846352525485,40.81872785816376],[15.427846352525485,40.818368532050116],[15.427756520997074,40.818368532050116],[15.427756520997074,40.81818886899329],[15.42757685794025,40.81818886899329],[15.42757685794025,40.818099037464876],[15.427487026411837,40.818099037464876],[15.427487026411837,40.81800920593646],[15.427397194883426,40.81800920593646],[15.427397194883426,40.81782954287964],[15.427217531826603,40.81782954287964],[15.427217531826603,40.81773971135123],[15.42712770029819,40.81773971135123],[15.42712770029819,40.81764987982282],[15.426858205712954,40.81764987982282],[15.426858205712954,40.8175600482944],[15.426498879599306,40.8175600482944],[15.426498879599306,40.81747021676599],[15.426319216542483,40.81747021676599],[15.426319216542483,40.817380385237584],[15.426049721957247,40.817380385237584],[15.426049721957247,40.81729055370917],[15.4256903958436,40.81729055370917],[15.4256903958436,40.81720072218076],[15.425600564315188,40.81720072218076],[15.425600564315188,40.816931227595525],[15.425420901258363,40.816931227595525],[15.425420901258363,40.81657190148187],[15.4256903958436,40.81657190148187],[15.4256903958436,40.81648206995346],[15.425959890428835,40.81648206995346],[15.425959890428835,40.81639223842505],[15.426049721957247,40.81639223842505],[15.426049721957247,40.81630240689664],[15.426319216542483,40.81630240689664],[15.426319216542483,40.816212575368226],[15.426409048070894,40.816212575368226],[15.426409048070894,40.81612274383981],[15.426498879599306,40.81612274383981],[15.426498879599306,40.8160329123114],[15.42658871112772,40.8160329123114],[15.42658871112772,40.81594308078299],[15.428385341695957,40.81594308078299],[15.428385341695957,40.81585324925458],[15.428654836281193,40.81585324925458],[15.428654836281193,40.81576341772617],[15.429014162394841,40.81576341772617],[15.429014162394841,40.815673586197754]]]}"
+173056+453346,,0.11342391206266414,1134.2391206266414,40.72471317513997,15.545905942021571,15,1,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[15.545615486273554,40.72485391097327],[15.545615486273554,40.72467424791645],[15.54579514933038,40.72467424791645],[15.54579514933038,40.72458441638803],[15.546244306972438,40.72458441638803],[15.546244306972438,40.72467424791645],[15.546154475444027,40.72467424791645],[15.546154475444027,40.72476407944486],[15.545974812387202,40.72476407944486],[15.545974812387202,40.72485391097327],[15.545615486273554,40.72485391097327]]]}"
+173061+453159,,0.12101618977265427,1210.1618977265427,40.70786452305314,15.546081485940165,16,1,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[15.546244306972438,40.70805541516024],[15.546244306972438,40.707965583631825],[15.54588498085879,40.707965583631825],[15.54588498085879,40.70787575210341],[15.545705317801968,40.70787575210341],[15.545705317801968,40.707785920575],[15.54588498085879,40.707785920575],[15.54588498085879,40.707696089046586],[15.545974812387202,40.707696089046586],[15.545974812387202,40.707785920575],[15.546064643915615,40.707785920575],[15.546064643915615,40.707696089046586],[15.546244306972438,40.707696089046586],[15.546244306972438,40.70787575210341],[15.546334138500852,40.70787575210341],[15.546334138500852,40.707965583631825],[15.546423970029263,40.707965583631825],[15.546423970029263,40.70805541516024],[15.546244306972438,40.70805541516024]]]}"
+173172+453024,,0.4387651529426992,4387.651529426992,40.69548054925838,15.556327120632856,58,1,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[15.556215606626166,40.69592815882462],[15.556215606626166,40.69565866423939],[15.556035943569341,40.69565866423939],[15.556035943569341,40.69547900118256],[15.55594611204093,40.69547900118256],[15.55594611204093,40.69520950659733],[15.555856280512518,40.69520950659733],[15.555856280512518,40.695119675068916],[15.556215606626166,40.695119675068916],[15.556215606626166,40.6950298435405],[15.556395269682989,40.6950298435405],[15.556395269682989,40.69520950659733],[15.5564851012114,40.69520950659733],[15.5564851012114,40.695299338125736],[15.556574932739814,40.695299338125736],[15.556574932739814,40.69538916965415],[15.556664764268225,40.69538916965415],[15.556664764268225,40.695568832710975],[15.556754595796637,40.695568832710975],[15.556754595796637,40.69583832729621],[15.556395269682989,40.69583832729621],[15.556395269682989,40.69592815882462],[15.556215606626166,40.69592815882462]]]}"
+173289+453311,,0.39322294004525865,3932.2294004525866,40.72133493372936,15.56680017916811,52,1,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[15.566815726978776,40.72170980747885],[15.566815726978776,40.72161997595044],[15.56654623239354,40.72161997595044],[15.56654623239354,40.721530144422026],[15.566366569336717,40.721530144422026],[15.566366569336717,40.72126064983679],[15.566456400865128,40.72126064983679],[15.566456400865128,40.72117081830838],[15.56654623239354,40.72117081830838],[15.56654623239354,40.72108098677997],[15.566725895450364,40.72108098677997],[15.566725895450364,40.72099115525155],[15.567085221564012,40.72099115525155],[15.567085221564012,40.72117081830838],[15.567175053092424,40.72117081830838],[15.567175053092424,40.721530144422026],[15.567085221564012,40.721530144422026],[15.567085221564012,40.72161997595044],[15.566905558507187,40.72161997595044],[15.566905558507187,40.72170980747885],[15.566815726978776,40.72170980747885]]]}"
+173364+452771,,0.12107946344691843,1210.7946344691843,40.67300427644613,15.573525020112246,16,1,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[15.57346326008126,40.6732007821364],[15.57346326008126,40.673110950607985],[15.573283597024437,40.673110950607985],[15.573283597024437,40.672931287551165],[15.573373428552848,40.672931287551165],[15.573373428552848,40.67284145602275],[15.573732754666496,40.67284145602275],[15.573732754666496,40.673110950607985],[15.573642923138085,40.673110950607985],[15.573642923138085,40.6732007821364],[15.57346326008126,40.6732007821364]]]}"
+173378+456811,,0.2558891379681769,2558.891379681769,41.03570798845465,15.574786954653673,34,1,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[15.574720901479028,41.03612015692068],[15.574720901479028,41.03594049386386],[15.574631069950616,41.03594049386386],[15.574631069950616,41.035581167750216],[15.574451406893791,41.035581167750216],[15.574451406893791,41.03540150469339],[15.574631069950616,41.03540150469339],[15.574631069950616,41.035311673164976],[15.574720901479028,41.035311673164976],[15.574720901479028,41.03540150469339],[15.574810733007439,41.03540150469339],[15.574810733007439,41.0354913362218],[15.574990396064264,41.0354913362218],[15.574990396064264,41.035581167750216],[15.575080227592675,41.035581167750216],[15.575080227592675,41.03567099927862],[15.574990396064264,41.03567099927862],[15.574990396064264,41.035760830807035],[15.575080227592675,41.035760830807035],[15.575080227592675,41.03585066233545],[15.574990396064264,41.03585066233545],[15.574990396064264,41.036030325392275],[15.574900564535852,41.036030325392275],[15.574900564535852,41.03612015692068],[15.574720901479028,41.03612015692068]]]}"
+173586+451203,,0.20475286199841455,2047.5286199841455,40.53208044162835,15.593251149415591,27,1,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[15.593226196331889,40.53234494558646],[15.593226196331889,40.532255114058046],[15.593046533275066,40.532255114058046],[15.593046533275066,40.531985619472806],[15.592956701746655,40.531985619472806],[15.592956701746655,40.53180595641599],[15.593316027860302,40.53180595641599],[15.593316027860302,40.5318957879444],[15.593405859388714,40.5318957879444],[15.593405859388714,40.53216528252963],[15.593585522445538,40.53216528252963],[15.593585522445538,40.53234494558646],[15.593226196331889,40.53234494558646]]]}"
+173616+457456,,0.21806585119868324,2180.6585119868323,41.09373778899902,15.596241747982392,29,1,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[15.596190636769483,41.09406149274639],[15.596190636769483,41.093971661217985],[15.595921142184249,41.093971661217985],[15.595921142184249,41.09379199816116],[15.596100805241072,41.09379199816116],[15.596100805241072,41.09343267204751],[15.59646013135472,41.09343267204751],[15.59646013135472,41.093971661217985],[15.596280468297897,41.093971661217985],[15.596280468297897,41.09406149274639],[15.596190636769483,41.09406149274639]]]}"
+173684+455664,,0.35428235844082895,3542.8235844082897,40.9326523934647,15.602514203304507,47,1,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[15.602209349173085,40.93308339383218],[15.602209349173085,40.93281389924694],[15.602119517644674,40.93281389924694],[15.602119517644674,40.932724067718524],[15.602209349173085,40.932724067718524],[15.602209349173085,40.932544404661705],[15.602389012229908,40.932544404661705],[15.602389012229908,40.932274910076465],[15.602209349173085,40.932274910076465],[15.602209349173085,40.93218507854806],[15.602478843758322,40.93218507854806],[15.602478843758322,40.932274910076465],[15.602568675286733,40.932274910076465],[15.602568675286733,40.93245457313329],[15.60292800140038,40.93245457313329],[15.60292800140038,40.932544404661705],[15.603017832928792,40.932544404661705],[15.603017832928792,40.932724067718524],[15.602478843758322,40.932724067718524],[15.602478843758322,40.93281389924694],[15.602748338343556,40.93281389924694],[15.602748338343556,40.93290373077535],[15.602568675286733,40.93290373077535],[15.602568675286733,40.932993562303764],[15.602389012229908,40.932993562303764],[15.602389012229908,40.93308339383218],[15.602209349173085,40.93308339383218]]]}"
